acc	evalue	score
ASY81222.1	1e-211	715.9
QHQ24122.1	1e-211	715.9
ASY75061.1	1.1e-211	715.8
AYZ17712.1	1.1e-211	715.8
QQO27880.1	1.1e-211	715.8
AKF40066.1	1.1e-211	715.8
ALG43361.1	1.1e-211	715.8
QTP46064.1	1.1e-211	715.8
AZI89458.1	1.1e-211	715.8
UDC70907.1	1.2e-211	715.7
UKE85372.1	1.2e-211	715.7
AIN19030.1	1.2e-211	715.7
AJI89080.1	1.2e-211	715.7
AJJ34946.1	1.2e-211	715.7
AYD42454.1	1.2e-211	715.7
AUU88634.1	1.2e-211	715.6
AUV06075.1	1.2e-211	715.6
BBV78843.1	1.3e-211	715.6
UAY92376.1	1.3e-211	715.6
AYZ53180.1	1.3e-211	715.5
UHC77066.1	1.3e-211	715.5
UHC94144.1	1.3e-211	715.5
VEF66579.1	1.3e-211	715.5
AWV43243.1	1.4e-211	715.5
QCR37561.1	1.4e-211	715.4
AWL56631.1	1.4e-211	715.4
AWL63980.1	1.4e-211	715.4
AWL74569.1	1.4e-211	715.4
AWX89924.1	1.4e-211	715.4
AZA44593.1	1.4e-211	715.4
BBR85675.1	1.4e-211	715.4
QER56546.1	1.4e-211	715.4
QEY80937.1	1.4e-211	715.4
QLO01088.1	1.4e-211	715.4
QOF52477.1	1.4e-211	715.4
QSA38554.1	1.4e-211	715.4
QSA54442.1	1.4e-211	715.4
QSA69918.1	1.4e-211	715.4
QTL44012.1	1.4e-211	715.4
QYD21369.1	1.4e-211	715.4
QYO79593.1	1.4e-211	715.4
UAA04623.1	1.4e-211	715.4
UAA14384.1	1.4e-211	715.4
UDC54820.1	1.4e-211	715.4
UDC65830.1	1.4e-211	715.4
UMD12970.1	1.4e-211	715.4
UPS72790.1	1.4e-211	715.4
URR18001.1	1.4e-211	715.4
ALD06339.1	1.4e-211	715.4
ALD58184.1	1.4e-211	715.4
ASR23157.1	1.4e-211	715.4
ASR28607.1	1.4e-211	715.4
ASR31551.1	1.4e-211	715.4
AVO76125.1	1.4e-211	715.4
AVR39960.1	1.4e-211	715.4
AWB62725.1	1.4e-211	715.4
AZJ07194.1	1.4e-211	715.4
AZJ30172.1	1.4e-211	715.4
AZR65342.1	1.4e-211	715.4
AZZ19249.1	1.4e-211	715.4
BBR07678.1	1.4e-211	715.4
BBS24396.1	1.4e-211	715.4
BBS84583.1	1.4e-211	715.4
BBV63234.1	1.4e-211	715.4
CAH5756529.1	1.4e-211	715.4
QFU66607.1	1.4e-211	715.4
QFZ71485.1	1.4e-211	715.4
QPP84890.1	1.4e-211	715.4
QPV81866.1	1.4e-211	715.4
QQD68573.1	1.4e-211	715.4
QQM79148.1	1.4e-211	715.4
QRZ71990.1	1.4e-211	715.4
UAW29451.1	1.4e-211	715.4
UDC03041.1	1.4e-211	715.4
UDC18572.1	1.4e-211	715.4
UDC44190.1	1.4e-211	715.4
UFK89729.1	1.4e-211	715.4
UKB67824.1	1.4e-211	715.4
UKL42389.1	1.4e-211	715.4
ULD76438.1	1.4e-211	715.4
ULJ35530.1	1.4e-211	715.4
UMU51309.1	1.4e-211	715.4
VEB78855.1	1.4e-211	715.4
VTO32119.1	1.4e-211	715.4
ASV22629.1	1.5e-211	715.4
QBL51628.1	1.5e-211	715.4
UDC38980.1	1.5e-211	715.4
UCP92146.1	1.5e-211	715.3
APS31843.1	1.5e-211	715.3
QSD23048.1	1.5e-211	715.3
UDQ75734.1	1.5e-211	715.3
URG52534.1	1.5e-211	715.3
ATV44945.1	1.5e-211	715.3
QPK24475.1	1.5e-211	715.3
QSD27808.1	1.5e-211	715.3
QSD29486.1	1.5e-211	715.3
QSD36429.1	1.5e-211	715.3
QSD40569.1	1.5e-211	715.3
QSD44636.1	1.5e-211	715.3
QSD47723.1	1.5e-211	715.3
QSD52315.1	1.5e-211	715.3
UKY57871.1	1.5e-211	715.3
QGN35967.1	1.5e-211	715.3
BBE80393.1	1.6e-211	715.3
BDD53713.1	1.6e-211	715.3
ABU78958.1	1.7e-211	715.1
AFK01265.1	1.7e-211	715.1
AGE88053.1	1.7e-211	715.1
AKE93687.1	1.7e-211	715.1
ALB52200.1	1.7e-211	715.1
AXW93556.1	1.7e-211	715.1
AXX04420.1	1.7e-211	715.1
QGG05374.1	1.7e-211	715.1
QLJ50364.1	1.7e-211	715.1
QWR83261.1	1.7e-211	715.1
QWR87944.1	1.7e-211	715.1
QWR91636.1	1.7e-211	715.1
UEQ64495.1	1.7e-211	715.1
UNM56300.1	1.7e-211	715.1
UMO87324.1	1.7e-211	715.1
QXL93837.1	1.8e-211	715.1
QJT83529.1	1.8e-211	715.1
ABR79666.1	1.8e-211	715.1
AIA39909.1	1.8e-211	715.1
AIX67175.1	1.8e-211	715.1
AIX82246.1	1.8e-211	715.1
AKL29132.1	1.8e-211	715.1
ALR25155.1	1.8e-211	715.1
ALU53039.1	1.8e-211	715.1
ANE72698.1	1.8e-211	715.1
ANF39030.1	1.8e-211	715.1
ANK39639.1	1.8e-211	715.1
AOA97796.1	1.8e-211	715.1
AOM89955.1	1.8e-211	715.1
AOM93753.1	1.8e-211	715.1
AON02734.1	1.8e-211	715.1
AOR92171.1	1.8e-211	715.1
AOZ37910.1	1.8e-211	715.1
APB51285.1	1.8e-211	715.1
APD46813.1	1.8e-211	715.1
APP37819.1	1.8e-211	715.1
APP49409.1	1.8e-211	715.1
APP55279.1	1.8e-211	715.1
APP61148.1	1.8e-211	715.1
APP67015.1	1.8e-211	715.1
APP72882.1	1.8e-211	715.1
APU37697.1	1.8e-211	715.1
APV22096.1	1.8e-211	715.1
ARZ92070.1	1.8e-211	715.1
ASA10349.1	1.8e-211	715.1
ASC28636.1	1.8e-211	715.1
ASC38451.1	1.8e-211	715.1
ATM38934.1	1.8e-211	715.1
ATM44994.1	1.8e-211	715.1
ATM49439.1	1.8e-211	715.1
ATM73379.1	1.8e-211	715.1
ATO22929.1	1.8e-211	715.1
ATS16074.1	1.8e-211	715.1
ATX26732.1	1.8e-211	715.1
ATX29606.1	1.8e-211	715.1
AUH94616.1	1.8e-211	715.1
AUN64984.1	1.8e-211	715.1
AUT24760.1	1.8e-211	715.1
AUY63420.1	1.8e-211	715.1
AVI91737.1	1.8e-211	715.1
AVO14802.1	1.8e-211	715.1
AVT92324.1	1.8e-211	715.1
AWC99564.1	1.8e-211	715.1
AWD97281.1	1.8e-211	715.1
AWO35766.1	1.8e-211	715.1
AWO40777.1	1.8e-211	715.1
AWO45681.1	1.8e-211	715.1
AWQ55079.1	1.8e-211	715.1
AWR56132.1	1.8e-211	715.1
AWS74365.1	1.8e-211	715.1
AWS84458.1	1.8e-211	715.1
AXO55221.1	1.8e-211	715.1
AXS52810.1	1.8e-211	715.1
AXT68466.1	1.8e-211	715.1
AXZ10010.1	1.8e-211	715.1
AXZ60483.1	1.8e-211	715.1
AYK01532.1	1.8e-211	715.1
AZH51975.1	1.8e-211	715.1
AZH95089.1	1.8e-211	715.1
AZP85556.1	1.8e-211	715.1
BBO99097.1	1.8e-211	715.1
CEP69785.1	1.8e-211	715.1
QAX23180.1	1.8e-211	715.1
QBA28162.1	1.8e-211	715.1
QBI22577.1	1.8e-211	715.1
QCX05219.1	1.8e-211	715.1
QDJ79451.1	1.8e-211	715.1
QDP32596.1	1.8e-211	715.1
QDX64168.1	1.8e-211	715.1
QDZ35316.1	1.8e-211	715.1
QEG81059.1	1.8e-211	715.1
QET10430.1	1.8e-211	715.1
QFP84888.1	1.8e-211	715.1
QFU71804.1	1.8e-211	715.1
QFY30650.1	1.8e-211	715.1
QGA63559.1	1.8e-211	715.1
QGG29801.1	1.8e-211	715.1
QGQ12346.1	1.8e-211	715.1
QHP39067.1	1.8e-211	715.1
QHU69077.1	1.8e-211	715.1
QHU74714.1	1.8e-211	715.1
QIA80690.1	1.8e-211	715.1
QID31321.1	1.8e-211	715.1
QIH79685.1	1.8e-211	715.1
QIR45451.1	1.8e-211	715.1
QIS58138.1	1.8e-211	715.1
QIV12471.1	1.8e-211	715.1
QJJ56328.1	1.8e-211	715.1
QJK14568.1	1.8e-211	715.1
QJK73209.1	1.8e-211	715.1
QJN05315.1	1.8e-211	715.1
QJN51974.1	1.8e-211	715.1
QJO16242.1	1.8e-211	715.1
QJO21495.1	1.8e-211	715.1
QJO37243.1	1.8e-211	715.1
QJO53619.1	1.8e-211	715.1
QJO64177.1	1.8e-211	715.1
QJO74928.1	1.8e-211	715.1
QJO96100.1	1.8e-211	715.1
QKJ46911.1	1.8e-211	715.1
QLB33076.1	1.8e-211	715.1
QLN45050.1	1.8e-211	715.1
QSR92030.1	1.8e-211	715.1
QSR97514.1	1.8e-211	715.1
SPR86489.1	1.8e-211	715.1
VDY62435.1	1.8e-211	715.1
VTO30272.1	1.8e-211	715.1
VTO64131.1	1.8e-211	715.1
QIP92104.1	1.9e-211	715.0
QJF15236.1	2e-211	714.9
QLP60520.1	2.1e-211	714.9
QNC86502.1	2.1e-211	714.9
QPW07568.1	2.1e-211	714.9
QUN62476.1	2.1e-211	714.9
UAD18599.1	2.1e-211	714.9
ADC60805.1	2.1e-211	714.9
AJA94974.1	2.1e-211	714.9
AJE90626.1	2.1e-211	714.9
AMR13817.1	2.1e-211	714.9
APM73055.1	2.1e-211	714.9
APM78673.1	2.1e-211	714.9
APQ28806.1	2.1e-211	714.9
APW90567.1	2.1e-211	714.9
AQL13857.1	2.1e-211	714.9
AQL18943.1	2.1e-211	714.9
AQL24709.1	2.1e-211	714.9
ART05781.1	2.1e-211	714.9
ATO00447.1	2.1e-211	714.9
ATO03160.1	2.1e-211	714.9
AVF87191.1	2.1e-211	714.9
AVJ62473.1	2.1e-211	714.9
AWA03730.1	2.1e-211	714.9
AWO61289.1	2.1e-211	714.9
AWX79566.1	2.1e-211	714.9
AXO72253.1	2.1e-211	714.9
AXZ31790.1	2.1e-211	714.9
AYW22065.1	2.1e-211	714.9
AYW27193.1	2.1e-211	714.9
AZZ34552.1	2.1e-211	714.9
BBQ18716.1	2.1e-211	714.9
BCU62871.1	2.1e-211	714.9
CAH6243825.1	2.1e-211	714.9
QAA70194.1	2.1e-211	714.9
QAT10173.1	2.1e-211	714.9
QCS87186.1	2.1e-211	714.9
QDF35121.1	2.1e-211	714.9
QFY25109.1	2.1e-211	714.9
QGG24435.1	2.1e-211	714.9
QIS53927.1	2.1e-211	714.9
QIV36657.1	2.1e-211	714.9
QIX70769.1	2.1e-211	714.9
QJJ24577.1	2.1e-211	714.9
QJK25273.1	2.1e-211	714.9
QJO58951.1	2.1e-211	714.9
QKK57285.1	2.1e-211	714.9
QLS62461.1	2.1e-211	714.9
QNF12931.1	2.1e-211	714.9
QNP24642.1	2.1e-211	714.9
QOV58541.1	2.1e-211	714.9
QPJ05756.1	2.1e-211	714.9
QPV86981.1	2.1e-211	714.9
QRZ80766.1	2.1e-211	714.9
QTH75941.1	2.1e-211	714.9
QTI10957.1	2.1e-211	714.9
QXN98649.1	2.1e-211	714.9
QXX01644.1	2.1e-211	714.9
UBM97186.1	2.1e-211	714.9
UDC08304.1	2.1e-211	714.9
UDC13328.1	2.1e-211	714.9
UDC23508.1	2.1e-211	714.9
UFO03270.1	2.1e-211	714.9
UHD26315.1	2.1e-211	714.9
UML88856.1	2.1e-211	714.9
UNA32755.1	2.1e-211	714.9
UNA36861.1	2.1e-211	714.9
UQS56458.1	2.1e-211	714.9
URI24374.1	2.1e-211	714.9
URK13146.1	2.1e-211	714.9
USC06686.1	2.1e-211	714.9
VEC97068.1	2.1e-211	714.9
QQX96075.1	2.2e-211	714.8
QJJ13767.1	2.2e-211	714.8
QWA97046.1	2.2e-211	714.8
UDC60382.1	2.2e-211	714.8
UDC96913.1	2.2e-211	714.8
UKK46075.1	2.3e-211	714.7
QHG28119.1	2.3e-211	714.7
UDC49085.1	2.4e-211	714.7
ARD63230.1	2.5e-211	714.6
QEM93815.1	2.5e-211	714.6
QDI10895.1	2.5e-211	714.6
QFH69371.1	2.6e-211	714.6
ALB53318.1	2.7e-211	714.5
AYO70034.1	2.7e-211	714.5
QOV64262.1	2.7e-211	714.5
UPY95382.1	2.7e-211	714.5
AFR05383.1	2.8e-211	714.5
BBV68244.1	2.8e-211	714.4
BCA41825.1	2.8e-211	714.4
UPQ71546.1	2.8e-211	714.4
QRN34036.1	2.9e-211	714.4
BBK14673.1	2.9e-211	714.4
QSI14940.1	2.9e-211	714.4
AIE01159.1	3e-211	714.4
AYY82674.1	3e-211	714.4
QHN09127.1	3.1e-211	714.3
ALE20954.1	3.2e-211	714.3
ALE24076.1	3.2e-211	714.3
AND14665.1	3.2e-211	714.3
ARA21775.1	3.2e-211	714.3
ARX32722.1	3.2e-211	714.3
ASB01890.1	3.2e-211	714.3
ATC73871.1	3.2e-211	714.3
ATC77443.1	3.2e-211	714.3
AUT93213.1	3.2e-211	714.3
AUU14723.1	3.2e-211	714.3
AUU33897.1	3.2e-211	714.3
AUU40775.1	3.2e-211	714.3
AVA38672.1	3.2e-211	714.3
AWF40610.1	3.2e-211	714.3
AWS55773.1	3.2e-211	714.3
CAR46524.1	3.2e-211	714.3
QER01457.1	3.2e-211	714.3
QGM63816.1	3.2e-211	714.3
QGM67395.1	3.2e-211	714.3
QGM70775.1	3.2e-211	714.3
QHA69073.1	3.2e-211	714.3
QHZ87788.1	3.2e-211	714.3
QIF46928.1	3.2e-211	714.3
QIG00340.1	3.2e-211	714.3
QIJ52367.1	3.2e-211	714.3
QIM26974.1	3.2e-211	714.3
QJB71793.1	3.2e-211	714.3
QKQ94301.1	3.2e-211	714.3
QKV31153.1	3.2e-211	714.3
QLJ19521.1	3.2e-211	714.3
QOV83091.1	3.2e-211	714.3
QPI77679.1	3.2e-211	714.3
QPI91665.1	3.2e-211	714.3
QPI95078.1	3.2e-211	714.3
QPI99873.1	3.2e-211	714.3
QPJ01901.1	3.2e-211	714.3
QQZ20013.1	3.2e-211	714.3
QQZ23745.1	3.2e-211	714.3
QSC10705.1	3.2e-211	714.3
QSC14524.1	3.2e-211	714.3
QSI20548.1	3.2e-211	714.3
QTO08957.1	3.2e-211	714.3
QTR57445.1	3.2e-211	714.3
QUY06394.1	3.2e-211	714.3
QWV41827.1	3.2e-211	714.3
QXL76026.1	3.2e-211	714.3
QYH20773.1	3.2e-211	714.3
UEQ27807.1	3.2e-211	714.3
UHD49968.1	3.2e-211	714.3
ULJ30677.1	3.2e-211	714.3
ULK60747.1	3.2e-211	714.3
VEB81444.1	3.2e-211	714.3
QRF12457.1	3.2e-211	714.2
AWF37970.1	3.3e-211	714.2
BBQ70111.1	3.4e-211	714.2
QRZ76379.1	3.4e-211	714.2
UFK39753.1	3.4e-211	714.2
UDJ82381.1	3.5e-211	714.1
QPI43307.1	3.5e-211	714.1
QNC81505.1	3.8e-211	714.0
BAS37836.1	3.8e-211	714.0
QHW99690.1	3.8e-211	714.0
UDC29265.1	3.8e-211	714.0
APZ07885.1	3.8e-211	714.0
QAR48095.1	3.8e-211	714.0
AST67448.1	3.8e-211	714.0
UGS45970.1	3.8e-211	714.0
AXA32525.1	3.8e-211	714.0
QQM88333.1	3.8e-211	714.0
AGS61785.1	3.8e-211	714.0
AWR60125.1	3.8e-211	714.0
AZH06773.1	3.8e-211	714.0
QEK46692.1	3.8e-211	714.0
QFV07418.1	3.8e-211	714.0
QKG47516.1	3.8e-211	714.0
ATA26221.1	4.1e-211	713.9
APG20762.1	4.4e-211	713.8
QJK94045.1	4.5e-211	713.8
QJM07183.1	4.5e-211	713.8
AMA22982.1	4.5e-211	713.8
APM46081.1	4.5e-211	713.8
AWX80077.1	4.5e-211	713.8
QBI34334.1	4.5e-211	713.8
QEO72954.1	4.5e-211	713.8
QHP22796.1	4.5e-211	713.8
QII52650.1	4.5e-211	713.8
QIV46865.1	4.5e-211	713.8
AEW58839.1	4.7e-211	713.7
AGT26573.1	4.7e-211	713.7
AHM82023.1	4.7e-211	713.7
AHM87691.1	4.7e-211	713.7
AIA34509.1	4.7e-211	713.7
AID93799.1	4.7e-211	713.7
AIE20822.1	4.7e-211	713.7
AIE26219.1	4.7e-211	713.7
AIW68759.1	4.7e-211	713.7
AIW74304.1	4.7e-211	713.7
AIX76831.1	4.7e-211	713.7
AJB60037.1	4.7e-211	713.7
AJB78502.1	4.7e-211	713.7
AKK88042.1	4.7e-211	713.7
AKL45837.1	4.7e-211	713.7
AKR86187.1	4.7e-211	713.7
AKR91736.1	4.7e-211	713.7
AKR97217.1	4.7e-211	713.7
AKS02680.1	4.7e-211	713.7
ANK25266.1	4.7e-211	713.7
AOD06035.1	4.7e-211	713.7
APM00887.1	4.7e-211	713.7
APM06350.1	4.7e-211	713.7
APM12515.1	4.7e-211	713.7
APM21344.1	4.7e-211	713.7
APM28322.1	4.7e-211	713.7
APM67314.1	4.7e-211	713.7
APP26932.1	4.7e-211	713.7
APP43899.1	4.7e-211	713.7
APR45703.1	4.7e-211	713.7
APV27543.1	4.7e-211	713.7
APV33340.1	4.7e-211	713.7
AQT14797.1	4.7e-211	713.7
ARA51892.1	4.7e-211	713.7
ARA58770.1	4.7e-211	713.7
ARM24329.1	4.7e-211	713.7
ARS92209.1	4.7e-211	713.7
ARW96030.1	4.7e-211	713.7
ARX06829.1	4.7e-211	713.7
ARX19448.1	4.7e-211	713.7
ARX52510.1	4.7e-211	713.7
ARZ96687.1	4.7e-211	713.7
ASB08191.1	4.7e-211	713.7
ASB13432.1	4.7e-211	713.7
ASC34827.1	4.7e-211	713.7
ASG32544.1	4.7e-211	713.7
ASS79817.1	4.7e-211	713.7
AST76781.1	4.7e-211	713.7
ASV25586.1	4.7e-211	713.7
ASV92039.1	4.7e-211	713.7
ATF43609.1	4.7e-211	713.7
ATM31318.1	4.7e-211	713.7
ATM53817.1	4.7e-211	713.7
ATM62224.1	4.7e-211	713.7
ATM67547.1	4.7e-211	713.7
ATR26715.1	4.7e-211	713.7
ATR33520.1	4.7e-211	713.7
ATR39052.1	4.7e-211	713.7
ATR60322.1	4.7e-211	713.7
ATR65852.1	4.7e-211	713.7
ATR71411.1	4.7e-211	713.7
ATR76939.1	4.7e-211	713.7
AUA01657.1	4.7e-211	713.7
AUA07196.1	4.7e-211	713.7
AUA53581.1	4.7e-211	713.7
AUH77536.1	4.7e-211	713.7
AUH83254.1	4.7e-211	713.7
AUH88911.1	4.7e-211	713.7
AUS22255.1	4.7e-211	713.7
AUX52679.1	4.7e-211	713.7
AUX56226.1	4.7e-211	713.7
AVE13652.1	4.7e-211	713.7
AVJ67875.1	4.7e-211	713.7
AVJ88770.1	4.7e-211	713.7
AVK30456.1	4.7e-211	713.7
AVS29489.1	4.7e-211	713.7
AVU27758.1	4.7e-211	713.7
AVZ92346.1	4.7e-211	713.7
AVZ97862.1	4.7e-211	713.7
AWA13978.1	4.7e-211	713.7
AWA54552.1	4.7e-211	713.7
AWA59999.1	4.7e-211	713.7
AWA70976.1	4.7e-211	713.7
AWA76747.1	4.7e-211	713.7
AWD99709.1	4.7e-211	713.7
AWF05911.1	4.7e-211	713.7
AWJ16177.1	4.7e-211	713.7
AWJ19468.1	4.7e-211	713.7
AWL48487.1	4.7e-211	713.7
AWZ75375.1	4.7e-211	713.7
AXK99494.1	4.7e-211	713.7
AXL26942.1	4.7e-211	713.7
AXQ84871.1	4.7e-211	713.7
AXR51059.1	4.7e-211	713.7
AXZ53029.1	4.7e-211	713.7
AYP08342.1	4.7e-211	713.7
AYQ09634.1	4.7e-211	713.7
AYQ66287.1	4.7e-211	713.7
AZH22863.1	4.7e-211	713.7
AZH99676.1	4.7e-211	713.7
AZI03308.1	4.7e-211	713.7
AZI12459.1	4.7e-211	713.7
AZK58142.1	4.7e-211	713.7
AZV17084.1	4.7e-211	713.7
BBE06319.1	4.7e-211	713.7
CZQ44035.1	4.7e-211	713.7
QAW64285.1	4.7e-211	713.7
QAW70051.1	4.7e-211	713.7
QAW75710.1	4.7e-211	713.7
QAW81187.1	4.7e-211	713.7
QAW86816.1	4.7e-211	713.7
QAW97870.1	4.7e-211	713.7
QBA62923.1	4.7e-211	713.7
QBH34988.1	4.7e-211	713.7
QBH40664.1	4.7e-211	713.7
QBH51558.1	4.7e-211	713.7
QBI06362.1	4.7e-211	713.7
QBI89006.1	4.7e-211	713.7
QBI91247.1	4.7e-211	713.7
QBQ32940.1	4.7e-211	713.7
QCO53485.1	4.7e-211	713.7
QCO62832.1	4.7e-211	713.7
QCU25894.1	4.7e-211	713.7
QCU38077.1	4.7e-211	713.7
QCU40219.1	4.7e-211	713.7
QDA44792.1	4.7e-211	713.7
QDF87994.1	4.7e-211	713.7
QDF93737.1	4.7e-211	713.7
QEI35883.1	4.7e-211	713.7
QER81525.1	4.7e-211	713.7
QEW94145.1	4.7e-211	713.7
QEX44667.1	4.7e-211	713.7
QGM53029.1	4.7e-211	713.7
QGM60708.1	4.7e-211	713.7
QHB93809.1	4.7e-211	713.7
QHC42650.1	4.7e-211	713.7
QHD77393.1	4.7e-211	713.7
QHG07401.1	4.7e-211	713.7
QHP06386.1	4.7e-211	713.7
QHP17658.1	4.7e-211	713.7
QHP44402.1	4.7e-211	713.7
QHU53421.1	4.7e-211	713.7
QHU64746.1	4.7e-211	713.7
QIA15019.1	4.7e-211	713.7
QID70245.1	4.7e-211	713.7
QIH61070.1	4.7e-211	713.7
QIJ11118.1	4.7e-211	713.7
QIJ16998.1	4.7e-211	713.7
QIJ22603.1	4.7e-211	713.7
QIJ37720.1	4.7e-211	713.7
QIQ40141.1	4.7e-211	713.7
QIQ91247.1	4.7e-211	713.7
QIR48179.1	4.7e-211	713.7
QJL17988.1	4.7e-211	713.7
QJN99983.1	4.7e-211	713.7
QJO47837.1	4.7e-211	713.7
QKE15491.1	4.7e-211	713.7
QKK66693.1	4.7e-211	713.7
QKT33481.1	4.7e-211	713.7
QKT39069.1	4.7e-211	713.7
QKT44655.1	4.7e-211	713.7
QKT50233.1	4.7e-211	713.7
QKT55809.1	4.7e-211	713.7
QKT61396.1	4.7e-211	713.7
QKT66981.1	4.7e-211	713.7
QKT72567.1	4.7e-211	713.7
QKT78153.1	4.7e-211	713.7
QKT83742.1	4.7e-211	713.7
QKT89331.1	4.7e-211	713.7
QKZ01837.1	4.7e-211	713.7
QOH43148.1	4.7e-211	713.7
QSS13695.1	4.7e-211	713.7
QSS19177.1	4.7e-211	713.7
QSS29903.1	4.7e-211	713.7
QUL19936.1	4.7e-211	713.7
AKH01479.1	4.8e-211	713.7
AFQ68072.1	4.8e-211	713.7
AGX40238.1	4.8e-211	713.7
AHE46995.1	4.8e-211	713.7
AIG84193.1	4.8e-211	713.7
AIJ42523.1	4.8e-211	713.7
AIK81749.1	4.8e-211	713.7
AIT01266.1	4.8e-211	713.7
AIX02012.1	4.8e-211	713.7
AJB34831.1	4.8e-211	713.7
AKE78247.1	4.8e-211	713.7
ALH86458.1	4.8e-211	713.7
ALP76371.1	4.8e-211	713.7
ALQ84891.1	4.8e-211	713.7
ALQ90386.1	4.8e-211	713.7
AMA17265.1	4.8e-211	713.7
AMA28134.1	4.8e-211	713.7
ANF09975.1	4.8e-211	713.7
ANK19053.1	4.8e-211	713.7
ANK19725.1	4.8e-211	713.7
ANN52212.1	4.8e-211	713.7
AOE24058.1	4.8e-211	713.7
AOE29134.1	4.8e-211	713.7
AOF04723.1	4.8e-211	713.7
AOF10800.1	4.8e-211	713.7
AOT62770.1	4.8e-211	713.7
APM55984.1	4.8e-211	713.7
APM61627.1	4.8e-211	713.7
APP21402.1	4.8e-211	713.7
APS94400.1	4.8e-211	713.7
APV16818.1	4.8e-211	713.7
ARA42781.1	4.8e-211	713.7
ARA46627.1	4.8e-211	713.7
ARN28763.1	4.8e-211	713.7
ART00761.1	4.8e-211	713.7
ART09573.1	4.8e-211	713.7
ARV42469.1	4.8e-211	713.7
ARX45875.1	4.8e-211	713.7
ASC22199.1	4.8e-211	713.7
ASG59282.1	4.8e-211	713.7
ATR44622.1	4.8e-211	713.7
ATR49941.1	4.8e-211	713.7
ATR55268.1	4.8e-211	713.7
ATU12070.1	4.8e-211	713.7
ATU17809.1	4.8e-211	713.7
AUB50343.1	4.8e-211	713.7
AUC27792.1	4.8e-211	713.7
AUD20138.1	4.8e-211	713.7
AUD31008.1	4.8e-211	713.7
AUD36558.1	4.8e-211	713.7
AUN54475.1	4.8e-211	713.7
AUN55000.1	4.8e-211	713.7
AUN65640.1	4.8e-211	713.7
AUN75813.1	4.8e-211	713.7
AUN80935.1	4.8e-211	713.7
AUU96954.1	4.8e-211	713.7
AVB74487.1	4.8e-211	713.7
AVF12200.1	4.8e-211	713.7
AVG07654.1	4.8e-211	713.7
AVK65546.1	4.8e-211	713.7
AVS21111.1	4.8e-211	713.7
AVT90018.1	4.8e-211	713.7
AVW79078.1	4.8e-211	713.7
AWA36344.1	4.8e-211	713.7
AWA65274.1	4.8e-211	713.7
AWC03248.1	4.8e-211	713.7
AWF47529.1	4.8e-211	713.7
AWG14811.1	4.8e-211	713.7
AWX28917.1	4.8e-211	713.7
AWY29901.1	4.8e-211	713.7
AXL63243.1	4.8e-211	713.7
AXQ45142.1	4.8e-211	713.7
AXS05985.1	4.8e-211	713.7
AXS11350.1	4.8e-211	713.7
AXS16425.1	4.8e-211	713.7
AXS20595.1	4.8e-211	713.7
AXS33311.1	4.8e-211	713.7
AXS57996.1	4.8e-211	713.7
AXU05036.1	4.8e-211	713.7
AXZ26807.1	4.8e-211	713.7
AYC86104.1	4.8e-211	713.7
AYC91419.1	4.8e-211	713.7
AYD31685.1	4.8e-211	713.7
AYD36935.1	4.8e-211	713.7
AYJ96169.1	4.8e-211	713.7
AZA37242.1	4.8e-211	713.7
AZB79199.1	4.8e-211	713.7
AZG61788.1	4.8e-211	713.7
AZG67328.1	4.8e-211	713.7
AZG83775.1	4.8e-211	713.7
AZG94048.1	4.8e-211	713.7
AZJ01585.1	4.8e-211	713.7
AZL46369.1	4.8e-211	713.7
AZP01376.1	4.8e-211	713.7
AZQ27237.1	4.8e-211	713.7
BAH61065.1	4.8e-211	713.7
BBE58066.1	4.8e-211	713.7
BBE63838.1	4.8e-211	713.7
BBE69427.1	4.8e-211	713.7
BBJ82974.1	4.8e-211	713.7
BBQ37409.1	4.8e-211	713.7
BCF79234.1	4.8e-211	713.7
CCI74480.1	4.8e-211	713.7
CDO16301.1	4.8e-211	713.7
QAA18128.1	4.8e-211	713.7
QAV81681.1	4.8e-211	713.7
QAW92224.1	4.8e-211	713.7
QAX02823.1	4.8e-211	713.7
QAX07952.1	4.8e-211	713.7
QAX12909.1	4.8e-211	713.7
QAX18151.1	4.8e-211	713.7
QAZ97939.1	4.8e-211	713.7
QBA35860.1	4.8e-211	713.7
QBD93137.1	4.8e-211	713.7
QBF23431.1	4.8e-211	713.7
QBF94737.1	4.8e-211	713.7
QBH09333.1	4.8e-211	713.7
QBH43243.1	4.8e-211	713.7
QBH59750.1	4.8e-211	713.7
QBK45853.1	4.8e-211	713.7
QBP83882.1	4.8e-211	713.7
QCC83416.1	4.8e-211	713.7
QCQ28083.1	4.8e-211	713.7
QCU84937.1	4.8e-211	713.7
QDC83541.1	4.8e-211	713.7
QDJ84923.1	4.8e-211	713.7
QDL58517.1	4.8e-211	713.7
QDP04264.1	4.8e-211	713.7
QDW15293.1	4.8e-211	713.7
QDX69328.1	4.8e-211	713.7
QEI54087.1	4.8e-211	713.7
QEI58881.1	4.8e-211	713.7
QER48680.1	4.8e-211	713.7
QET13206.1	4.8e-211	713.7
QET22083.1	4.8e-211	713.7
QFH39024.1	4.8e-211	713.7
QFU50544.1	4.8e-211	713.7
QFU56486.1	4.8e-211	713.7
QFU59206.1	4.8e-211	713.7
QFY19694.1	4.8e-211	713.7
QFY36227.1	4.8e-211	713.7
QGT66709.1	4.8e-211	713.7
