acc	evalue_clade1	evalue_clade2
ATX52759.1	8.8e-172	0.00072
AUL61511.1	8.8e-172	0.00072
AUN45618.1	8.8e-172	0.00072
AUS36240.1	8.8e-172	0.00072
AUV21942.1	8.8e-172	0.00072
AVB43611.1	8.8e-172	0.00072
AVR75258.1	8.8e-172	0.00072
AVT61115.1	8.8e-172	0.00072
AVU53728.1	8.8e-172	0.00072
AVZ07394.1	8.8e-172	0.00072
AWF23362.1	8.8e-172	0.00072
AWO19421.1	8.8e-172	0.00072
AWV13107.1	8.8e-172	0.00072
AYQ10100.1	8.8e-172	0.00072
AZH46036.1	8.8e-172	0.00072
BBG75881.1	8.8e-172	0.00072
BBQ60100.1	8.8e-172	0.00072
QAU95126.1	8.8e-172	0.00072
QBF89476.1	8.8e-172	0.00072
QCJ58065.1	8.8e-172	0.00072
QDM02595.1	8.8e-172	0.00072
QEE89642.1	8.8e-172	0.00072
QEF70934.1	8.8e-172	0.00072
QEJ63399.1	8.8e-172	0.00072
QER57027.1	8.8e-172	0.00072
QER61755.1	8.8e-172	0.00072
QGL31336.1	8.8e-172	0.00072
QHF71163.1	8.8e-172	0.00072
QHW43469.1	8.8e-172	0.00072
QHW61700.1	8.8e-172	0.00072
QHW81600.1	8.8e-172	0.00072
QHW86120.1	8.8e-172	0.00072
QIF74438.1	8.8e-172	0.00072
QIL97333.1	8.8e-172	0.00072
QIR59406.1	8.8e-172	0.00072
QJG24507.1	8.8e-172	0.00072
QLO66364.1	8.8e-172	0.00072
SCA73511.1	8.8e-172	0.00072
ULI88056.1	8.8e-172	0.00072
UMU38145.1	8.8e-172	0.00072
UMU44909.1	8.8e-172	0.00072
UMU57041.1	8.8e-172	0.00072
UMU63801.1	8.8e-172	0.00072
UMU70261.1	8.8e-172	0.00072
UMV29805.1	8.8e-172	0.00072
VFQ33457.1	8.8e-172	0.00072
QGQ13313.1	1.0999999999999998e-171	0.0013
QKF25006.1	1.0999999999999998e-171	0.0012
QCT87674.1	1.2e-171	5e-06
QLV02181.1	1.5999999999999998e-171	7.1e-07
QLW52553.1	1.5999999999999998e-171	7.1e-07
QLX28270.1	1.5999999999999998e-171	7.1e-07
UNH35034.1	1.5999999999999998e-171	7.1e-07
VED71786.1	1.5999999999999998e-171	7.1e-07
UMV03992.1	2.1999999999999997e-171	7.5e-05
UAT33834.1	2.3e-171	0.0044
UAT40095.1	2.3e-171	0.0044
ANJ33120.1	2.4e-171	0.00042
UEX70730.1	4.199999999999999e-171	0.00047
QHD94145.1	1.8e-170	3.1e-06
QJW49410.1	1.8e-170	3.1e-06
QNH65797.1	4.8e-170	8.7e-07
UAX01850.1	5.8e-170	9.5e-06
ARX32920.1	2.2999999999999998e-169	2.9e-08
ATC74025.1	2.2999999999999998e-169	2.9e-08
ATC77284.1	2.2999999999999998e-169	2.9e-08
QKQ94143.1	2.2999999999999998e-169	2.9e-08
QPS91953.1	2.4999999999999998e-169	1.5e-05
VDZ75642.1	2.4999999999999998e-169	1.5e-05
ADQ89997.1	2.9e-169	3.2e-08
QLJ19318.1	3.2e-169	3.9e-08
QOV82933.1	3.2e-169	3.9e-08
QSC10545.1	3.2e-169	3.9e-08
QSC14364.1	3.2e-169	3.9e-08
ULJ27517.1	3.2e-169	3.9e-08
QHZ87633.1	4.5e-169	2.5e-08
QKG47351.1	4.5999999999999996e-169	1.7e-07
AUU14563.1	4.7999999999999996e-169	3.2e-08
UEQ27623.1	4.7999999999999996e-169	3.2e-08
QPT32383.1	4.9e-169	7.8e-09
QER01265.1	5e-169	3.5e-08
QIM26813.1	5.7e-169	3.2e-08
AWR59963.1	5.8e-169	2.2e-08
QIM23292.1	6e-169	2.8e-08
QTO08795.1	6.1e-169	8.9e-08
AUU40903.1	6.1e-169	3.8e-08
QWV41991.1	6.1e-169	3.8e-08
ADK56070.1	6.599999999999999e-169	3.5e-08
ADK56091.1	6.599999999999999e-169	3.5e-08
CAR46213.1	6.599999999999999e-169	3.5e-08
QXL75863.1	6.7e-169	8.3e-08
ARX09412.1	6.8e-169	1.5e-07
AZG97107.1	7e-169	6.6e-09
AZH06931.1	7.8e-169	1.3e-07
QPI77517.1	7.8e-169	1.3e-07
QPI91503.1	7.8e-169	1.3e-07
QPI94916.1	7.8e-169	1.3e-07
QPI99711.1	7.8e-169	1.3e-07
QPJ01739.1	7.8e-169	1.3e-07
ARA21930.1	8.2e-169	7.6e-10
QIJ52524.1	8.7e-169	3.2e-08
QUT01895.1	1.2e-168	8.8e-08
QOR43415.1	1.8000000000000002e-168	4.2e-09
UHD49810.1	1.8000000000000002e-168	4.2e-09
VEB80945.1	1.8000000000000002e-168	4.2e-09
AGS61616.1	1.9e-168	1.6e-08
QKD71090.1	2e-168	1.1e-07
QKD72917.1	2e-168	1.1e-07
UDF26001.1	2e-168	1.1e-07
ASB02039.1	2.1000000000000002e-168	1.2e-09
QFV07230.1	2.2000000000000003e-168	6.7e-08
QES79292.1	2.5e-168	6.7e-08
QKG39523.1	2.5e-168	6.7e-08
QHP74827.1	2.5e-168	3.2e-07
QIF46728.1	2.7e-168	1.2e-08
QTR57291.1	3.3e-168	2.3e-07
ALE20800.1	4e-168	9.7e-09
AND14818.1	4e-168	9.7e-09
QGM63644.1	4e-168	9.7e-09
QGM70605.1	4e-168	9.7e-09
QJB71636.1	4e-168	9.7e-09
QKV31000.1	4e-168	9.7e-09
QYH20620.1	4e-168	9.7e-09
VDY91854.1	5.9e-168	0.00048
AZV98305.1	7.1e-168	0.00083
QEG43985.1	7.900000000000001e-168	2.1e-08
QGM67231.1	8e-168	2.6e-08
QSI20708.1	9.500000000000001e-168	5.2e-09
QUY06235.1	9.500000000000001e-168	5.2e-09
AWF42784.1	1.1e-167	3.8e-07
AOM55774.1	1.3000000000000001e-167	0.00024
AOM60109.1	1.3000000000000001e-167	0.00024
QJU28085.1	1.4000000000000001e-167	0.00037
AJB53648.1	1.5000000000000001e-167	0.0023
ULJ02914.1	1.5000000000000001e-167	0.0023
AGB76182.1	1.6e-167	2e-08
APJ70445.1	1.7000000000000002e-167	0.0034
AQV29765.1	1.7000000000000002e-167	0.0034
ASX03795.1	1.7000000000000002e-167	0.0034
ATI04674.1	1.7000000000000002e-167	0.0034
AYE18043.1	1.7000000000000002e-167	0.0034
BBS70445.1	1.7000000000000002e-167	0.0034
BBT73648.1	1.7000000000000002e-167	0.0034
BBU11566.1	1.7000000000000002e-167	0.0034
CAR15280.1	1.7000000000000002e-167	0.0034
CBG36755.1	1.7000000000000002e-167	0.0034
QDM72732.1	1.7000000000000002e-167	0.0034
QED65394.1	1.7000000000000002e-167	0.0034
QJF96150.1	1.7000000000000002e-167	0.0034
QJG51967.1	1.7000000000000002e-167	0.0034
QJS59555.1	1.7000000000000002e-167	0.0034
QKI56260.1	1.7000000000000002e-167	0.0034
QLC53680.1	1.7000000000000002e-167	0.0034
QRA66780.1	1.7000000000000002e-167	0.0034
QRA90950.1	1.7000000000000002e-167	0.0034
VEC68435.1	1.7000000000000002e-167	0.0034
VED09405.1	1.7000000000000002e-167	0.0034
VED32019.1	1.7000000000000002e-167	0.0034
AAG58769.1	1.8e-167	0.00027
ACI38053.1	1.8e-167	0.00027
ACT74341.1	1.8e-167	0.00027
ADD58830.1	1.8e-167	0.00027
AEZ42732.1	1.8e-167	0.00027
AFJ31293.1	1.8e-167	0.00027
AFS54874.1	1.8e-167	0.00027
AFS72078.1	1.8e-167	0.00027
AFS88700.1	1.8e-167	0.00027
AIF96190.1	1.8e-167	0.00027
AIG71027.1	1.8e-167	0.00027
AIZ89237.1	1.8e-167	0.00027
AJA28663.1	1.8e-167	0.00027
AKE86941.1	1.8e-167	0.00027
AKH24292.1	1.8e-167	0.00027
ALH92888.1	1.8e-167	0.00027
AMF89774.1	1.8e-167	0.00027
AMG81087.1	1.8e-167	0.00027
AMW43410.1	1.8e-167	0.00027
AMW48828.1	1.8e-167	0.00027
ANE64638.1	1.8e-167	0.00027
ANG71068.1	1.8e-167	0.00027
ANG76564.1	1.8e-167	0.00027
ANG82246.1	1.8e-167	0.00027
ANO80178.1	1.8e-167	0.00027
ANP20461.1	1.8e-167	0.00027
ANQ02999.1	1.8e-167	0.00027
ANW29686.1	1.8e-167	0.00027
ANW42546.1	1.8e-167	0.00027
AOD09263.1	1.8e-167	0.00027
AOM43146.1	1.8e-167	0.00027
AOV19464.1	1.8e-167	0.00027
AOV24818.1	1.8e-167	0.00027
AOV30169.1	1.8e-167	0.00027
AOV35536.1	1.8e-167	0.00027
AOV40949.1	1.8e-167	0.00027
AOV46294.1	1.8e-167	0.00027
AOV51709.1	1.8e-167	0.00027
AOX50059.1	1.8e-167	0.00027
AOX55463.1	1.8e-167	0.00027
APA39947.1	1.8e-167	0.00027
APE77694.1	1.8e-167	0.00027
API00690.1	1.8e-167	0.00027
API06294.1	1.8e-167	0.00027
API11846.1	1.8e-167	0.00027
API17451.1	1.8e-167	0.00027
API23096.1	1.8e-167	0.00027
API28590.1	1.8e-167	0.00027
API34255.1	1.8e-167	0.00027
API39821.1	1.8e-167	0.00027
APJ66384.1	1.8e-167	0.00027
APJ79014.1	1.8e-167	0.00027
APK01581.1	1.8e-167	0.00027
APK48791.1	1.8e-167	0.00027
APK55920.1	1.8e-167	0.00027
APK84315.1	1.8e-167	0.00027
APL05340.1	1.8e-167	0.00027
APL15122.1	1.8e-167	0.00027
APL18749.1	1.8e-167	0.00027
APL25121.1	1.8e-167	0.00027
APL26321.1	1.8e-167	0.00027
APL40012.1	1.8e-167	0.00027
APL57611.1	1.8e-167	0.00027
APL64093.1	1.8e-167	0.00027
APL75295.1	1.8e-167	0.00027
APL79916.1	1.8e-167	0.00027
APL84645.1	1.8e-167	0.00027
APL89289.1	1.8e-167	0.00027
AQV18397.1	1.8e-167	0.00027
ARA10021.1	1.8e-167	0.00027
ART18974.1	1.8e-167	0.00027
ART26754.1	1.8e-167	0.00027
ARV29699.1	1.8e-167	0.00027
ARV48922.1	1.8e-167	0.00027
ARV55437.1	1.8e-167	0.00027
ASE48093.1	1.8e-167	0.00027
ASF04493.1	1.8e-167	0.00027
ASI48399.1	1.8e-167	0.00027
ASJ45510.1	1.8e-167	0.00027
ASL56894.1	1.8e-167	0.00027
ASQ69259.1	1.8e-167	0.00027
AST63927.1	1.8e-167	0.00027
ASZ43598.1	1.8e-167	0.00027
ATB10583.1	1.8e-167	0.00027
ATB81030.1	1.8e-167	0.00027
ATG08378.1	1.8e-167	0.00027
ATG12469.1	1.8e-167	0.00027
ATG64178.1	1.8e-167	0.00027
ATO77665.1	1.8e-167	0.00027
ATX10187.1	1.8e-167	0.00027
AUK19824.1	1.8e-167	0.00027
AUL68022.1	1.8e-167	0.00027
AUL82896.1	1.8e-167	0.00027
AUL92467.1	1.8e-167	0.00027
AUM20426.1	1.8e-167	0.00027
AUX00357.1	1.8e-167	0.00027
AUY89664.1	1.8e-167	0.00027
AVL08591.1	1.8e-167	0.00027
AVL31632.1	1.8e-167	0.00027
AVN09326.1	1.8e-167	0.00027
AVU43405.1	1.8e-167	0.00027
AWF14482.1	1.8e-167	0.00027
AWJ02966.1	1.8e-167	0.00027
AWJ34830.1	1.8e-167	0.00027
AWJ41013.1	1.8e-167	0.00027
AWJ45914.1	1.8e-167	0.00027
AWJ51098.1	1.8e-167	0.00027
AWJ57097.1	1.8e-167	0.00027
AWJ97334.1	1.8e-167	0.00027
AWS38902.1	1.8e-167	0.00027
AWU88672.1	1.8e-167	0.00027
AWZ54165.1	1.8e-167	0.00027
AWZ59471.1	1.8e-167	0.00027
AWZ69092.1	1.8e-167	0.00027
AXE55368.1	1.8e-167	0.00027
AXT74376.1	1.8e-167	0.00027
AXV22676.1	1.8e-167	0.00027
AYL87826.1	1.8e-167	0.00027
AYL89375.1	1.8e-167	0.00027
AYM21880.1	1.8e-167	0.00027
AYN88186.1	1.8e-167	0.00027
AYV43739.1	1.8e-167	0.00027
AZU69904.1	1.8e-167	0.00027
AZU74384.1	1.8e-167	0.00027
AZU85858.1	1.8e-167	0.00027
BAB37923.1	1.8e-167	0.00027
BAG79429.1	1.8e-167	0.00027
BAI28131.1	1.8e-167	0.00027
BAI38206.1	1.8e-167	0.00027
BBC52764.1	1.8e-167	0.00027
BBF50143.1	1.8e-167	0.00027
BBF55888.1	1.8e-167	0.00027
BBF62134.1	1.8e-167	0.00027
BBL44015.1	1.8e-167	0.00027
BBS75447.1	1.8e-167	0.00027
CAV00619.1	1.8e-167	0.00027
CCQ31199.2	1.8e-167	0.00027
QAV75842.1	1.8e-167	0.00027
QBO40111.1	1.8e-167	0.00027
QBO43698.1	1.8e-167	0.00027
QBO51351.1	1.8e-167	0.00027
QCH54306.1	1.8e-167	0.00027
QCH59721.1	1.8e-167	0.00027
QCH64693.1	1.8e-167	0.00027
QCH75484.1	1.8e-167	0.00027
QCH80499.1	1.8e-167	0.00027
QCH85887.1	1.8e-167	0.00027
QCH97078.1	1.8e-167	0.00027
QCJ14479.1	1.8e-167	0.00027
QCL18268.1	1.8e-167	0.00027
QCL23923.1	1.8e-167	0.00027
QCL29356.1	1.8e-167	0.00027
QCL34789.1	1.8e-167	0.00027
QCL40300.1	1.8e-167	0.00027
QCL45870.1	1.8e-167	0.00027
QCL51536.1	1.8e-167	0.00027
QCL57183.1	1.8e-167	0.00027
QCL62671.1	1.8e-167	0.00027
QCM14568.1	1.8e-167	0.00027
QCM20057.1	1.8e-167	0.00027
QCM25546.1	1.8e-167	0.00027
QCM31035.1	1.8e-167	0.00027
QCM36522.1	1.8e-167	0.00027
QCM42009.1	1.8e-167	0.00027
QCM47494.1	1.8e-167	0.00027
QCM52980.1	1.8e-167	0.00027
QCM58467.1	1.8e-167	0.00027
QCM63955.1	1.8e-167	0.00027
QCM69445.1	1.8e-167	0.00027
QCM74919.1	1.8e-167	0.00027
QCM80392.1	1.8e-167	0.00027
QCM85875.1	1.8e-167	0.00027
QCM91365.1	1.8e-167	0.00027
QCM96853.1	1.8e-167	0.00027
QCN02342.1	1.8e-167	0.00027
QCN07827.1	1.8e-167	0.00027
QCN13315.1	1.8e-167	0.00027
QCN18801.1	1.8e-167	0.00027
QCN24211.1	1.8e-167	0.00027
QCN29697.1	1.8e-167	0.00027
QCN35185.1	1.8e-167	0.00027
QCN40736.1	1.8e-167	0.00027
QCN46285.1	1.8e-167	0.00027
QCN51759.1	1.8e-167	0.00027
QCN57234.1	1.8e-167	0.00027
QCN62717.1	1.8e-167	0.00027
QCN68194.1	1.8e-167	0.00027
QCN73647.1	1.8e-167	0.00027
QCV05319.1	1.8e-167	0.00027
QDD27986.1	1.8e-167	0.00027
QDG07089.1	1.8e-167	0.00027
QDJ64714.1	1.8e-167	0.00027
QDK08378.1	1.8e-167	0.00027
QDZ53969.1	1.8e-167	0.00027
QEE99418.1	1.8e-167	0.00027
QEH82242.1	1.8e-167	0.00027
QEP68199.1	1.8e-167	0.00027
QEQ37862.1	1.8e-167	0.00027
QES62114.1	1.8e-167	0.00027
QFG80198.1	1.8e-167	0.00027
QFG85606.1	1.8e-167	0.00027
QFG90871.1	1.8e-167	0.00027
QFG96147.1	1.8e-167	0.00027
QFH01585.1	1.8e-167	0.00027
QFH07111.1	1.8e-167	0.00027
QFH12510.1	1.8e-167	0.00027
QFH17953.1	1.8e-167	0.00027
QFH23229.1	1.8e-167	0.00027
QFH28776.1	1.8e-167	0.00027
QFV78436.1	1.8e-167	0.00027
QFW01312.1	1.8e-167	0.00027
QFW20167.1	1.8e-167	0.00027
QFW53761.1	1.8e-167	0.00027
QFW87938.1	1.8e-167	0.00027
QFX11220.1	1.8e-167	0.00027
QFX41748.1	1.8e-167	0.00027
QGF18470.1	1.8e-167	0.00027
QGG62133.1	1.8e-167	0.00027
QGG87679.1	1.8e-167	0.00027
QGJ07158.1	1.8e-167	0.00027
QGJ25120.1	1.8e-167	0.00027
QGJ97835.1	1.8e-167	0.00027
QGL35824.1	1.8e-167	0.00027
QGQ68055.1	1.8e-167	0.00027
QGU98521.1	1.8e-167	0.00027
QHG44627.1	1.8e-167	0.00027
QHG48209.1	1.8e-167	0.00027
QHI53586.1	1.8e-167	0.00027
QHP64871.1	1.8e-167	0.00027
QHR29387.1	1.8e-167	0.00027
QHR34258.1	1.8e-167	0.00027
QHR39335.1	1.8e-167	0.00027
QHR48954.1	1.8e-167	0.00027
QHR53501.1	1.8e-167	0.00027
QHR58352.1	1.8e-167	0.00027
QHS06659.1	1.8e-167	0.00027
QHW48049.1	1.8e-167	0.00027
QHW57333.1	1.8e-167	0.00027
QHW76767.1	1.8e-167	0.00027
QIB16071.1	1.8e-167	0.00027
QIG10175.1	1.8e-167	0.00027
QIG14446.1	1.8e-167	0.00027
QIT52049.1	1.8e-167	0.00027
QJG47638.1	1.8e-167	0.00027
QJP79111.1	1.8e-167	0.00027
QJZ32779.1	1.8e-167	0.00027
QJZ38140.1	1.8e-167	0.00027
QJZ43535.1	1.8e-167	0.00027
QJZ48928.1	1.8e-167	0.00027
QJZ54392.1	1.8e-167	0.00027
QJZ59729.1	1.8e-167	0.00027
QJZ64742.1	1.8e-167	0.00027
QJZ70147.1	1.8e-167	0.00027
QJZ75699.1	1.8e-167	0.00027
QJZ81102.1	1.8e-167	0.00027
QJZ86634.1	1.8e-167	0.00027
QJZ91932.1	1.8e-167	0.00027
QJZ97139.1	1.8e-167	0.00027
QKA02388.1	1.8e-167	0.00027
QKA07884.1	1.8e-167	0.00027
QKA13403.1	1.8e-167	0.00027
QKA18977.1	1.8e-167	0.00027
QKA24420.1	1.8e-167	0.00027
QKA29817.1	1.8e-167	0.00027
QKA35156.1	1.8e-167	0.00027
QKA40498.1	1.8e-167	0.00027
QKA45676.1	1.8e-167	0.00027
QKA51166.1	1.8e-167	0.00027
QKA56367.1	1.8e-167	0.00027
QKA61804.1	1.8e-167	0.00027
QKA67116.1	1.8e-167	0.00027
QKA72494.1	1.8e-167	0.00027
QKA77879.1	1.8e-167	0.00027
QKA83163.1	1.8e-167	0.00027
QKA88514.1	1.8e-167	0.00027
QKA93881.1	1.8e-167	0.00027
QKA99255.1	1.8e-167	0.00027
QKB09234.1	1.8e-167	0.00027
QKB14589.1	1.8e-167	0.00027
QKB15417.1	1.8e-167	0.00027
QKB20746.1	1.8e-167	0.00027
QKB26127.1	1.8e-167	0.00027
QKB30994.1	1.8e-167	0.00027
QKB36103.1	1.8e-167	0.00027
QKB41110.1	1.8e-167	0.00027
QKB46269.1	1.8e-167	0.00027
QKB51729.1	1.8e-167	0.00027
QKB57024.1	1.8e-167	0.00027
QKB62338.1	1.8e-167	0.00027
QKB67693.1	1.8e-167	0.00027
QKB73058.1	1.8e-167	0.00027
QKB78440.1	1.8e-167	0.00027
QKB83840.1	1.8e-167	0.00027
QKB89109.1	1.8e-167	0.00027
QKB94444.1	1.8e-167	0.00027
QKC03656.1	1.8e-167	0.00027
QKF08164.1	1.8e-167	0.00027
QKF12515.1	1.8e-167	0.00027
QKF17744.1	1.8e-167	0.00027
QLM28161.1	1.8e-167	0.00027
QLO63714.1	1.8e-167	0.00027
QMT88621.1	1.8e-167	0.00027
QOH75756.1	1.8e-167	0.00027
QOH83498.1	1.8e-167	0.00027
QQB96068.1	1.8e-167	0.00027
QRQ31291.1	1.8e-167	0.00027
QZN64447.1	1.8e-167	0.00027
SQE25308.1	1.8e-167	0.00027
SQE48542.1	1.8e-167	0.00027
ULI38285.1	1.8e-167	0.00027
ULI55493.1	1.8e-167	0.00027
ULI62663.1	1.8e-167	0.00027
ULJ39211.1	1.8e-167	0.00027
ULJ55130.1	1.8e-167	0.00027
ULK87849.1	1.8e-167	0.00027
UMV34302.1	1.8e-167	0.00027
VEC36996.1	1.8e-167	0.00027
VEC46787.1	1.8e-167	0.00027
QXF36056.1	1.9000000000000002e-167	0.0002
UJD77896.1	1.9000000000000002e-167	0.0002
AJG10629.1	2.1e-167	0.00027
BBU07141.1	2.1e-167	0.00027
QDR58736.1	2.1e-167	0.00027
QHJ67928.1	2.5e-167	0.0024
QIN72692.1	2.5e-167	0.0024
SQE42115.1	2.5e-167	0.0024
ULK01776.1	2.5e-167	0.0024
APL49444.1	2.5e-167	0.00032
AUU30005.1	2.6000000000000003e-167	0.0011
QBB82432.1	2.6000000000000003e-167	0.0011
QHQ02286.1	2.6000000000000003e-167	0.0011
QKW73477.1	2.6000000000000003e-167	0.0011
QQM49411.1	2.6000000000000003e-167	0.0011
QEK46535.1	2.6000000000000003e-167	1.2e-06
BAI33254.1	2.9e-167	0.0003
ALL95895.1	2.9e-167	0.00033
APK25162.1	3e-167	0.0015
APL51477.1	3e-167	0.0015
QAU67321.1	3e-167	0.0015
ULK69287.1	3e-167	0.0015
ULK80461.1	3e-167	0.0015
ARV34558.1	3.3000000000000003e-167	0.00012
AAN45109.1	3.5e-167	0.016
AAP19083.1	3.5e-167	0.016
ABF05914.1	3.5e-167	0.016
ADA75970.1	3.5e-167	0.016
AIL37997.1	3.5e-167	0.016
AIL42939.1	3.5e-167	0.016
AKK56090.1	3.5e-167	0.016
AMM77391.1	3.5e-167	0.016
AMN59924.1	3.5e-167	0.016
AMN64750.1	3.5e-167	0.016
ASQ55082.1	3.5e-167	0.016
ASQ58894.1	3.5e-167	0.016
ASQ61659.1	3.5e-167	0.016
ASQ80269.1	3.5e-167	0.016
ATH69802.1	3.5e-167	0.016
AXC58628.1	3.5e-167	0.016
AYV04873.1	3.5e-167	0.016
AZG49384.1	3.5e-167	0.016
CDX09061.1	3.5e-167	0.016
QBQ20705.1	3.5e-167	0.016
QCC33417.1	3.5e-167	0.016
QEO94173.1	3.5e-167	0.016
QGK14470.1	3.5e-167	0.016
QGU50733.1	3.5e-167	0.016
QGU58743.1	3.5e-167	0.016
QGU70741.1	3.5e-167	0.016
QGU74785.1	3.5e-167	0.016
QIY46131.1	3.5e-167	0.016
QKV82218.1	3.5e-167	0.016
QKW71971.1	3.5e-167	0.016
QKX20673.1	3.5e-167	0.016
QKX23376.1	3.5e-167	0.016
QLG54298.1	3.5e-167	0.016
UON88200.1	3.5e-167	0.016
UPR43940.1	3.5e-167	0.016
QGQ41478.1	3.7e-167	0.00053
QQZ19852.1	3.8000000000000004e-167	6.5e-08
QQZ23584.1	3.8000000000000004e-167	6.5e-08
ADQ89974.1	4.1e-167	8.7e-07
AUT93407.1	4.1e-167	8.7e-07
APT64989.1	4.6e-167	0.0017
AUJ98082.1	4.7000000000000004e-167	0.002
AQZ88703.1	4.8000000000000006e-167	0.00033
ARA05166.1	4.8000000000000006e-167	0.00033
QCV15393.1	6e-167	0.00027
QNC63790.1	6.200000000000001e-167	0.002
QHD10289.1	6.200000000000001e-167	0.0043
QAV25202.1	7.5e-167	2e-09
QAA00370.1	7.700000000000001e-167	9.4e-05
AVA38511.1	7.700000000000001e-167	4.7e-08
QLS67652.1	9.3e-167	1.6e-05
QNC55846.1	1e-166	0.029
AUM06027.1	1.0999999999999999e-166	0.00096
CAR10296.1	1.0999999999999999e-166	0.00096
QJG10539.1	1.0999999999999999e-166	0.00096
QIF11494.1	1.0999999999999999e-166	0.0017
AUV28793.1	1.0999999999999999e-166	2.2e-05
QLS37267.1	1.0999999999999999e-166	2.2e-05
QLV38430.1	1.0999999999999999e-166	2.2e-05
QLV90019.1	1.0999999999999999e-166	2.2e-05
QMA20625.1	1.0999999999999999e-166	2.2e-05
QMD55012.1	1.0999999999999999e-166	2.2e-05
QLR26445.1	1.3e-166	2.2e-05
QLU53582.1	1.3e-166	2.2e-05
QMD08724.1	1.4999999999999998e-166	1.8e-05
QLK36127.1	1.6e-166	2.9e-05
AUZ91130.1	1.8e-166	0.0007
ATX04813.1	2.1999999999999998e-166	5.3e-05
UDN36114.1	2.3e-166	2.7e-06
CAE17230.1	2.5e-166	0.00034
QIG04194.1	2.9e-166	8.6e-09
QLR16823.1	3.2999999999999996e-166	2e-05
QLS97113.1	3.6999999999999997e-166	2.4e-05
QLT56484.1	3.6999999999999997e-166	2.4e-05
QLU32765.1	3.6999999999999997e-166	2.4e-05
QLZ80734.1	3.6999999999999997e-166	2.4e-05
QMR52748.1	3.6999999999999997e-166	2.4e-05
QLR65007.1	3.6999999999999997e-166	2.6e-05
QLW57444.1	3.6999999999999997e-166	2.6e-05
QLW62353.1	3.6999999999999997e-166	2.6e-05
QLZ28385.1	3.6999999999999997e-166	2.6e-05
QMA30107.1	3.6999999999999997e-166	2.6e-05
QMA34694.1	3.6999999999999997e-166	2.6e-05
AKH65801.1	4.6999999999999995e-166	3.7e-05
ARC43861.1	5e-166	0.0001
APR33957.1	5.7e-166	8.9e-05
CAQ86451.1	6.9e-166	0.00028
QJG59853.1	1.3e-165	
QIF96558.1	1.3e-165	0.0013
AWK44646.1	1.4e-165	0.00048
AXG45363.1	1.4e-165	0.00048
AXG49973.1	1.4e-165	0.00048
VEC62022.1	1.5000000000000001e-165	0.0011
QIG00187.1	1.7e-165	1.1e-07
QED79863.1	1.9e-165	
QLO87037.1	1.9e-165	0.00034
QLX42469.1	1.9e-165	0.00034
AIU71160.1	2.5000000000000004e-165	0.00012
ASE43568.1	3.2e-165	1.7e-05
CDG15842.1	4.3e-165	8.9e-07
QTL39827.1	5.9e-165	4.3e-07
QGG16043.1	7.6e-165	0.00081
AJZ87583.1	1.1000000000000001e-164	0.0001
VTP79829.1	1.3e-164	0.00019
CDM92042.1	1.5000000000000002e-164	6.5e-07
AWV43158.1	3.1000000000000004e-164	0.00041
QIP54180.1	3.2000000000000004e-164	0.00034
CBJ83456.1	4.6000000000000005e-164	7.7e-06
QPN90552.1	5.1e-164	4.2e-05
QBJ31484.1	5.6e-164	0.00026
QIX95721.1	9.900000000000002e-164	0.018
AOM41755.1	1.5e-163	7.6e-08
QSW35614.1	3.7e-163	0.00085
QWW79464.1	3.7e-163	0.00085
AYA41538.1	7.5e-163	8.8e-06
QNJ35926.1	7.5e-163	8.8e-06
AMH17314.1	1.1000000000000001e-162	0.0005
AJR01464.1	1.5e-162	0.00047
QQE42711.1	2.8e-162	0.00048
UBM40983.1	4.1e-162	0.0024
ULK60587.1	8.1e-162	2.7e-06
AYY82526.1	1.2e-160	8.3e-05
ANC40028.1	1.2e-160	0.0058
AWS55927.1	1.2e-160	7.7e-09
QHA68887.1	1.2e-160	7.7e-09
QIF92396.1	2.7999999999999998e-160	
AUU37137.1	3.1e-160	1.9e-08
QRG79242.1	6.099999999999999e-160	0.015
ATM98909.1	2.3e-159	0.00012
QHN08976.1	2.2e-158	1.4e-06
QPB77898.1	6.800000000000001e-158	2.8e-07
QQP23905.1	6.800000000000001e-158	2.8e-07
QHG54237.1	3.4000000000000004e-157	0.00046
QGW01501.1	4.5e-157	0.0011
QIF91479.1	4.5e-157	0.0011
UPK81165.1	3.8e-156	1.2e-06
QIF67871.1	1.5e-154	0.0038
QNP21709.1	2.1e-154	0.0049
BBR56824.1	2.6e-154	0.00012
BBS89585.1	2.6e-154	0.00012
BBS94607.1	2.6e-154	0.00012
BBS99637.1	2.6e-154	0.00012
BBT68896.1	2.6e-154	0.00012
BBQ81656.1	3.2e-154	0.00017
QKG46902.1	3.8e-154	0.0056
QNN33143.1	3.8e-154	0.0056
QZY64413.1	4.8e-154	0.19
UEK59517.1	7e-154	0.35
AWS49954.1	7e-154	0.26
BBV06453.1	1e-153	0.00032
UPS62865.1	1.7e-153	0.013
BBU99408.1	2.3999999999999997e-153	0.053
BBV14379.1	2.3999999999999997e-153	0.053
QPE17536.1	2.3999999999999997e-153	0.044
UDQ67307.1	1.3e-152	0.019
QXX81950.1	1.5e-152	0.025
CDG23224.1	2.8e-150	2.1e-06
UBX29236.1	1.6e-149	9.9e-05
AMG67640.1	1.5e-148	3.1e-07
QIB31983.1	1.5e-148	4e-07
AVL41801.1	2.1e-148	1.3e-06
